role,p,mor,ks,n,val
Liar,0.5,1,9,100,8.550955490398543
Liar,0.5,1,10,100,9.4615526255976
Liar,0.5,2,0,100,7.503903394027333
Liar,0.5,2,1,100,7.422201004986248
Liar,0.5,2,2,100,7.31468176663428
Liar,0.5,2,3,100,7.1879341662550384
Liar,0.5,2,4,100,7.065830719240679
Liar,0.5,2,5,100,6.998549518191941
Liar,0.5,2,6,100,7.06207876851948
Liar,0.5,2,7,100,7.336006400943561
Liar,0.5,2,8,100,7.864006142946314
Liar,0.5,2,9,100,8.628505996465263
Liar,0.5,2,10,100,9.564738588147575
Liar,0.5,3,0,100,7.438596177187884
Liar,0.5,3,1,100,7.331962808530011
Liar,0.5,3,2,100,7.195773087476691
Liar,0.5,3,3,100,7.041914202116719
Liar,0.5,3,4,100,6.9044895758318034
Liar,0.5,3,5,100,6.846696907108606
Liar,0.5,3,6,100,6.951934166388253
Liar,0.5,3,7,100,7.291375908738029
Liar,0.5,3,8,100,7.885719391103227
Liar,0.5,3,9,100,8.695933545830604
Liar,0.5,3,10,100,9.650691426374367
Liar,0.5,4,0,100,7.356388529598611
Liar,0.5,4,1,100,7.219747302199791
Liar,0.5,4,2,100,7.050675764511611
Liar,0.5,4,3,100,6.868712380544046
Liar,0.5,4,4,100,6.720648316656068
Liar,0.5,4,5,100,6.682544405334507
Liar,0.5,4,6,100,6.840068955072696
Liar,0.5,4,7,100,7.2489217205817384
Liar,0.5,4,8,100,7.9051622590089234
Liar,0.5,4,9,100,8.75340406295298
Liar,0.5,4,10,100,9.721347126210409
Liar,0.5,5,0,100,7.253458992688762
Liar,0.5,5,1,100,7.081362302790661
Liar,0.5,5,2,100,6.875839217613398
Liar,0.5,5,3,100,6.666948335458348
Liar,0.5,5,4,100,6.516152798029263
Liar,0.5,5,5,100,6.510177636891587
Liar,0.5,5,6,100,6.729929556022244
Liar,0.5,5,7,100,7.2096914546364665
Liar,0.5,5,8,100,7.922165558804159
Liar,0.5,5,9,100,8.801562640900046
Liar,0.5,5,10,100,9.77879841883491
Liar,0.5,6,0,100,7.125443977915942
Liar,0.5,6,1,100,6.912451476740085
Liar,0.5,6,2,100,6.66833891732778
Liar,0.5,6,3,100,6.436801303791683
Liar,0.5,6,4,100,6.294686163481621
Liar,0.5,6,5,100,6.334620526055778
Liar,0.5,6,6,100,6.624754908675814
Liar,0.5,6,7,100,7.174399391749644
Liar,0.5,6,8,100,7.9367308080235555
Liar,0.5,6,9,100,8.841346800817155
Liar,0.5,6,10,100,9.825100327581469
Liar,0.5,7,0,100,6.967548613987465
Liar,0.5,7,1,100,6.708850933829414
Liar,0.5,7,2,100,6.42645920686974
Liar,0.5,7,3,100,6.180489736789287
Liar,0.5,7,4,100,6.061680595589627
Liar,0.5,7,5,100,6.161279705868313
Liar,0.5,7,6,100,6.527213265968965
Liar,0.5,7,7,100,7.143407869042283
Liar,0.5,7,8,100,7.948988024838133
Liar,0.5,7,9,100,8.873827482916688
Liar,0.5,7,10,100,9.862150449570423
Liar,0.5,8,0,100,6.7747843412120785
Liar,0.5,8,1,100,6.467113955592861
Liar,0.5,8,2,100,6.150341346420259
Liar,0.5,8,3,100,5.902540380715905
Liar,0.5,8,4,100,5.8238800263453925
Liar,0.5,8,5,100,5.995294863441443
Liar,0.5,8,6,100,6.439171599227344
Liar,0.5,8,7,100,7.116764837008029
Liar,0.5,8,8,100,7.959149758896794
Liar,0.5,8,9,100,8.900091079266184
Liar,0.5,8,10,100,9.891627998077363
Liar,0.5,9,0,100,6.542373960653965
Liar,0.5,9,1,100,6.185189568436209
Liar,0.5,9,2,100,5.842566550720164
Liar,0.5,9,3,100,5.609697019002461
Liar,0.5,9,4,100,5.58860253624172
Liar,0.5,9,5,100,5.840955042077276
Liar,0.5,9,6,100,6.361629228983008
Liar,0.5,9,7,100,7.094275229202253
Liar,0.5,9,8,100,7.967470266337248
Liar,0.5,9,9,100,8.921162579389934
Liar,0.5,9,10,100,9.91497395194341
Liar,0.5,10,0,100,6.266349067241353
Liar,0.5,10,1,100,5.863180203992058
Liar,0.5,10,2,100,5.508492033114197
